price,sqm,rooms,age,balcony,lift,parking
1190000,137,4.5,12,false,false,false
275000,60,2.0,48,false,false,false
490000,91,3.5,24,true,false,true
1710000,138,4.5,2,false,true,true
1140000,111,3.5,1,true,true,false
790000,115,4.5,48,true,true,false
545000,97,4.5,1,true,true,true
635000,64,3.5,2,true,true,true
785000,66,3.5,1,true,true,true
845000,81,3.5,1,true,true,true
1290000,160,4.5,0,true,true,false
645000,103,3.5,1,false,false,true
1500000,86,3.5,0,true,true,true
980000,122,3.5,0,true,true,true
1300000,219,7.5,25,true,false,false
1650000,101,3.5,1,true,true,true
750000,93,4.0,41,true,true,true
720000,127,5.5,1,true,true,true
515000,95,3.5,2,true,true,false
1450000,91,3.5,1,true,true,true
515000,84,3.5,5,false,false,false
385000,60,2.5,5,false,false,false
255000,29,1.5,31,true,true,false
750000,117,5.5,37,true,true,true
570000,113,4.5,1,true,true,false
635000,100,3.5,20,true,true,false
1090000,125,4.5,0,true,true,false
330000,90,4.5,51,true,false,true
170000,31,2.0,48,true,false,false
890000,160,4.5,5,false,false,false
379000,89,4.0,59,false,false,false
267000,51,2.5,25,true,true,false
710000,80,3.5,23,false,false,false
750000,110,4.5,47,true,false,false
634000,152,5.5,32,true,false,false
597000,152,5.5,32,true,false,false
730000,134,4.5,7,false,false,false
255000,29,1.5,31,true,true,false
801000,94,4.5,31,true,true,false
255000,29,1.5,31,true,true,false
298000,33,1.5,31,true,true,false
380000,71,3.5,50,false,false,false
629000,95,3.5,4,true,true,false
1650000,175,5.5,0,true,true,false
1090000,125,4.5,0,true,true,false
534000,101,3.5,1,false,false,false
629000,125,4.5,7,false,false,false
420000,62,2.5,1,false,false,true
515000,84,3.5,5,false,false,false
620000,69,2.5,9,true,true,true
650000,97,4.5,14,true,true,false
650000,97,4.5,14,true,true,false
950000,144,4.5,1,true,true,false
880000,141,5.5,7,true,false,true
645000,103,3.5,1,false,false,true
530000,60,2.0,14,false,false,false
480000,54,2.5,39,false,false,false
260000,28,1.5,31,true,true,false
260000,29,1.5,31,true,true,false
376000,78,2.5,2,true,true,true
1590000,159,5.5,2,false,true,false
5180000,298,9.0,5,true,true,true
1150000,93,3.5,34,false,false,false
670000,124,4.5,20,true,true,true
450000,78,4.5,66,true,false,true
580000,90,3.5,2,true,false,false
550000,49,2.5,17,false,false,false
351000,55,2.5,63,true,false,false
770000,108,2.5,3,true,true,true
2060000,192,5.5,1,true,true,false
535000,115,4.5,7,true,true,false
725000,114,4.5,31,true,false,true
990000,158,5.5,1,true,true,true
1397000,163,4.5,9,false,true,true
555000,114,4.5,1,true,true,true
555000,114,4.5,1,true,true,true
540000,133,4.5,26,false,false,false
480000,81,3.5,21,false,false,false
1197000,133,4.5,29,false,false,false
537000,111,4.5,2,true,true,true
880000,121,4.5,3,true,true,true
475000,95,3.5,30,true,false,true
1015000,138,5.5,1,true,true,true
1230000,152,3.5,9,false,true,true
225000,26,1.0,36,true,false,false
750000,197,6.5,21,true,false,true
495000,112,4.5,26,true,true,false
990000,136,5.5,38,false,false,false
190000,96,3.5,98,false,false,false
2090000,128,4.5,14,false,false,false
267000,51,2.5,25,true,true,false
523200,109,3.5,5,true,false,true
1350000,135,4.5,2,true,true,false
890000,120,3.5,0,true,true,false
1800000,175,5.5,0,true,true,false
1190000,116,3.5,2,false,true,false
190000,57,2.5,36,true,true,true
520000,85,3.5,22,true,true,false
610000,97,3.5,1,false,false,true
385000,60,2.5,5,false,false,false
450000,50,2.5,39,false,false,false
450000,52,2.5,24,false,true,false
701000,90,4.5,31,true,true,false
288000,33,1.5,31,true,true,false
299000,32,1.5,31,false,false,false
225000,26,1.0,36,true,false,false
1950000,190,5.5,9,true,true,true
1740000,234,4.5,6,true,true,true
710000,100,4.5,44,true,true,false
2706000,159,4.5,1,true,true,true
499000,145,4.5,17,true,true,true
658000,116,4.5,25,true,true,false
295000,73,3.5,27,true,false,true
880000,105,4.5,40,true,true,true
1320000,159,4.5,2,true,false,true
515000,70,2.5,36,true,true,true
1098000,121,4.5,3,true,true,true
1480000,141,4.5,10,false,true,true
1100000,140,3.5,10,true,true,false
225000,45,2.5,41,true,false,true
970000,143,4.5,24,false,false,false
1280000,133,5.5,1,true,true,false
1185000,121,4.5,1,true,true,false
634000,152,5.5,32,true,false,false
597000,152,5.5,32,true,false,false
720000,70,2.5,0,true,true,false
870000,86,3.5,0,true,true,false
1750000,184,6.5,0,true,true,false
1280000,128,4.5,0,true,true,false
1075000,119,4.5,4,true,true,true
860000,160,5.5,5,true,true,true
523200,109,3.5,5,true,false,true
190000,57,2.5,36,true,true,true
585000,100,3.5,20,true,true,false
450000,85,3.5,22,true,true,false
687000,103,3.5,25,true,false,false
450000,78,3.5,32,false,false,false
835000,124,4.5,1,true,true,true
790000,124,4.5,1,true,true,true
825000,124,4.5,1,true,true,true
725000,114,4.5,31,true,false,true
495000,115,4.5,13,true,true,false
690000,90,3.5,48,true,true,true
720000,127,5.5,1,true,true,true
475000,123,5.5,25,false,false,false
828000,110,4.5,2,true,true,true
880000,141,5.5,7,true,false,true
580000,116,4.5,10,true,true,true
580000,116,4.5,10,true,true,true
950000,155,5.5,2,true,true,false
790000,95,3.5,4,true,true,true
741000,130,4.5,1,true,true,true
749000,80,3.5,35,true,true,false
1900000,163,5.5,7,true,true,false
780000,140,5.5,1,true,true,false
950000,121,3.5,1,true,true,true
480000,100,4.5,60,true,false,true
675000,104,4.5,11,true,true,true
3950000,225,6.5,9,true,true,true
380000,81,3.5,60,true,false,true
650000,101,4.5,22,true,true,false
545000,111,3.5,1,true,true,false
890000,83,3.5,13,true,false,false
790000,95,3.5,4,true,true,true
1175000,178,6.5,1,true,true,false
1650000,125,4.5,3,false,true,false
1650000,125,4.5,3,false,true,false
560000,105,3.5,6,true,true,true
740000,120,4.5,24,true,true,true
245000,50,2.5,48,true,true,true
760000,66,2.5,2,false,false,false
465000,110,4.5,30,true,false,true
530000,60,2.0,14,false,false,false
460000,85,3.5,44,false,false,false
398000,68,3.0,54,false,false,false
449000,65,3.5,45,true,true,false
580000,100,4.5,49,false,false,false
2150000,310,11.0,28,false,false,false
480000,54,2.5,39,false,false,false
450000,50,2.5,39,false,false,false
710000,80,3.5,23,false,false,false
720000,110,4.5,47,true,false,false
790000,70,3.0,122,true,false,false
634000,152,5.5,32,true,false,false
597000,152,5.5,32,true,false,false
1300000,200,5.5,1,true,true,true
510000,106,4.5,2,true,true,true
1650000,122,4.5,45,true,true,false
780000,114,4.5,1,true,true,true
539000,62,2.5,8,true,false,true
1650000,122,4.5,45,true,true,false
415000,52,2.5,33,false,true,false
630000,123,4.5,2,true,true,false
830000,122,4.5,9,true,true,true
695000,117,4.5,29,true,true,true
590000,95,4.5,24,true,true,false
890000,118,4.5,8,true,true,false
400000,74,2.5,2,true,true,false
480000,82,3.5,2,true,false,false
730000,92,3.5,14,true,true,false
475000,95,3.5,30,true,false,true
634000,152,5.5,32,true,false,false
597000,152,5.5,32,true,false,false
695000,130,5.5,46,true,false,true
1680000,150,4.5,6,false,true,false
795000,126,4.5,16,true,true,true
492000,68,2.5,3,false,true,false
380000,75,3.5,0,true,true,true
465000,92,4.5,0,true,true,true
360000,66,3.5,0,true,true,true
455000,91,4.5,0,true,true,true
415000,85,4.5,0,true,true,true
295000,62,3.5,0,true,true,true
405000,85,4.5,0,true,true,true
380000,75,3.5,0,true,true,true
335000,66,3.5,0,true,true,true
335000,66,3.5,0,true,true,true
1140000,127,4.5,1,true,true,true
515000,83,2.5,2,true,true,true
870000,138,2.5,3,true,true,true
785000,130,4.5,8,true,true,false
1940000,156,4.5,1,true,false,true
695000,130,5.5,46,true,false,true
850000,120,5.5,13,true,true,false
690000,69,2.5,0,true,true,true
950000,99,3.5,0,true,true,true
1450000,91,3.5,1,true,true,true
980000,122,3.5,0,true,true,true
690000,69,2.5,0,true,true,true
950000,99,3.5,0,true,true,true
1450000,91,3.5,1,true,true,true
980000,122,3.5,0,true,true,true
1310000,86,3.5,0,true,true,true
1310000,86,3.5,0,true,true,true
635000,64,3.5,2,true,true,true
635000,64,3.5,2,true,true,true
750000,69,2.5,1,true,true,false
750000,69,2.5,1,true,true,false
695000,122,4.5,13,true,true,true
695000,122,4.5,13,true,true,true
1130000,160,4.5,4,true,true,true
249000,47,2.5,43,false,false,false
400000,61,3.0,77,true,false,false
400000,61,3.0,77,true,false,false
634000,152,5.5,32,true,false,false
597000,152,5.5,32,true,false,false
700000,117,4.5,6,true,true,true
700000,117,4.5,6,true,true,true
2180000,177,6.0,50,false,true,false
525000,111,2.5,43,true,true,true
480000,82,3.5,2,true,false,false
2180000,177,6.0,50,false,true,false
1350000,153,4.5,88,true,true,false
700000,117,4.5,6,true,true,true
695000,139,4.5,1,true,true,true
1085000,145,5.5,12,false,false,false
585000,125,4.5,4,true,true,true
585000,125,4.5,4,true,true,true
385000,60,2.5,5,false,false,false
238000,63,3.0,37,true,true,false
114000,33,1.0,37,true,true,false
254000,62,3.0,37,true,true,false
189000,48,2.0,37,true,true,false
303000,70,2.0,37,true,true,false
1150000,93,3.5,34,false,false,false
320000,60,2.5,37,false,false,false
540000,118,4.5,1,true,true,true
634000,152,5.5,32,true,false,false
597000,152,5.5,32,true,false,false
1355000,122,4.5,1,true,true,true
587000,66,3.5,46,true,false,true
485000,129,5.5,25,true,false,false
410000,72,3.0,70,true,false,false
485000,129,5.5,25,true,false,false
930000,104,3.5,12,true,false,true
1150000,143,4.5,0,true,true,false
450000,54,2.5,44,true,true,false
2000000,154,5.5,1,true,true,false
2950000,213,5.5,28,false,true,true
1150000,143,4.5,0,true,true,false
560000,102,4.5,9,true,true,true
350000,105,4.5,45,true,false,false
655000,124,4.5,20,true,true,true
880000,141,5.5,7,true,false,true
580000,116,4.5,10,true,true,true
425000,87,3.5,46,false,false,true
400000,61,3.0,77,true,false,false
634000,152,5.5,32,true,false,false
597000,152,5.5,32,true,false,false
375000,73,2.5,2,true,true,true
1225000,129,5.5,1,true,true,false
1250000,132,4.5,1,true,true,false
610000,105,3.5,11,true,true,true
435000,83,3.5,19,true,true,true
395000,74,3.5,22,true,true,true
2750000,202,5.5,6,true,true,false
700000,117,4.5,6,true,true,true
3200000,256,6.0,23,true,true,false
1480000,237,5.5,1,true,true,false
1495000,158,5.5,1,true,true,false
1550000,158,5.5,1,true,true,false
545000,87,2.5,2,true,true,false
1270000,80,4.0,57,true,true,false
575000,82,3.5,36,true,false,true
940000,95,3.0,4,false,true,false
1490000,130,4.5,12,false,true,false
495000,90,2.5,43,false,false,false
800000,125,4.5,43,true,true,false
260000,32,2.0,218,true,false,false
860000,87,3.5,3,true,true,false
1195000,101,3.5,5,false,false,false
530000,73,3.5,36,false,false,false
165000,44,2.0,46,false,false,false
720000,174,4.5,26,false,false,false
190000,96,3.5,98,false,false,false
545000,87,2.5,2,true,true,false
1470000,115,4.5,3,true,true,false
570000,105,4.5,22,true,false,true
1170000,124,4.5,20,true,true,false
1060000,96,3.5,2,true,true,true
810000,100,3.5,33,true,true,true
3500000,315,7.5,28,true,true,true
3500000,315,7.5,28,true,true,true
420000,91,4.5,22,true,true,false
1100000,126,2.5,8,true,true,true
710000,100,4.5,44,true,true,false
740000,112,4.5,23,true,false,true
540000,101,3.5,1,false,false,false
1179000,164,4.5,2,false,false,false
380000,89,4.0,59,false,false,false
595000,114,3.5,5,false,false,false
469000,120,4.5,21,false,false,false
540000,101,3.5,1,false,false,false
1179000,164,4.5,2,false,false,false
380000,89,4.0,59,false,false,false
595000,114,3.5,5,false,false,false
469000,120,4.5,21,false,false,false
3840000,216,4.5,1,true,true,true
1420000,195,5.5,2,true,true,true
545000,87,2.5,2,true,true,false
1470000,115,4.5,3,true,true,false
460000,85,3.5,44,false,false,false
3840000,216,4.5,1,true,true,true
725000,110,4.5,45,true,true,true
725000,110,4.5,45,true,true,true
634000,152,5.5,32,true,false,false
597000,152,5.5,32,true,false,false
1980000,177,5.5,1,true,true,true
665000,183,6.5,37,true,true,true
695000,106,4.5,4,true,true,true
670000,70,2.5,1,true,true,true
890000,96,3.5,1,true,true,true
450000,90,5.0,46,true,false,true
490000,113,3.5,9,false,true,false
295000,78,3.5,30,false,false,false
670000,70,2.5,1,true,true,true
895000,116,4.5,0,true,true,false
789000,135,4.5,1,true,true,true
626000,113,3.5,1,true,true,true
492000,68,2.5,3,false,true,false
725000,111,4.5,1,false,true,false
600000,65,2.5,2,true,true,true
600000,65,2.5,2,true,true,true
1390000,159,6.0,28,false,false,false
185000,45,2.5,38,true,false,true
825000,122,4.5,1,true,true,false
634000,152,5.5,32,true,false,false
597000,152,5.5,32,true,false,false
485000,119,4.5,1,true,true,true
1185000,112,4.5,1,true,true,false
685000,116,5.5,48,true,false,false
685000,116,5.5,48,true,false,false
450000,90,5.0,46,true,false,true
490000,113,3.5,9,false,true,false
295000,78,3.5,30,false,false,false
750000,120,5.5,45,false,false,false
155000,80,4.5,37,false,false,false
730000,103,4.5,19,true,true,false
595000,104,4.5,27,true,true,false
325000,55,3.0,42,true,true,false
515000,117,4.5,2,false,false,false
1720000,139,4.5,3,false,true,false
515000,145,5.5,24,false,false,false
550000,49,2.5,17,false,false,false
320000,60,2.5,37,false,false,false
1800000,200,5.5,27,false,true,false
634000,152,5.5,32,true,false,false
597000,152,5.5,32,true,false,false
560000,109,4.5,31,true,true,false
725000,110,4.5,45,true,true,true
725000,110,4.5,45,true,true,true
1650000,168,5.5,1,true,true,false
580000,154,4.5,23,true,false,true
634000,152,5.5,32,true,false,false
597000,152,5.5,32,true,false,false
1780000,176,5.5,1,true,true,true
1150000,180,3.5,11,false,false,false
949000,113,4.5,16,true,true,false
634000,152,5.5,32,true,false,false
597000,152,5.5,32,true,false,false
627000,195,6.5,31,true,false,true
760000,123,5.5,6,true,true,false
1050000,140,4.5,18,true,true,false
395000,111,4.5,32,true,false,true
270000,56,2.0,31,false,false,false
575000,107,5.0,107,false,false,false
920000,101,3.5,3,false,true,false
815000,95,3.5,43,false,false,false
850000,66,2.5,2,false,false,false
1790000,131,4.5,2,false,false,false
2090000,169,5.5,5,true,true,true
810000,72,3.0,14,false,false,false
1800000,110,4.0,16,false,false,false
1020000,75,3.5,31,true,true,false
1450000,109,3.5,5,true,true,false
449000,65,3.5,45,true,true,false
450000,90,5.0,46,true,false,true
490000,113,3.5,9,false,true,false
260000,78,3.5,30,false,false,false
450000,90,5.0,46,true,false,true
490000,113,3.5,9,false,true,false
260000,78,3.5,30,false,false,false
1125000,155,4.5,1,true,true,false
1060000,120,4.5,1,false,true,false
600000,38,2.0,1,true,true,false
1670000,140,4.5,18,true,true,true
634000,152,5.5,32,true,false,false
597000,152,5.5,32,true,false,false
650000,164,4.5,12,true,true,true
634000,152,5.5,32,true,false,false
597000,152,5.5,32,true,false,false
890000,134,5.5,7,true,true,true
475000,90,3.0,33,true,true,false
895000,123,4.5,1,true,true,false
454000,52,2.5,33,false,false,false
640000,93,3.5,39,false,false,false
1280000,137,4.0,3,false,true,false
480000,54,2.5,39,false,false,false
450000,50,2.5,39,false,false,false
710000,80,3.5,23,false,false,false
690000,110,4.5,47,true,false,false
1150000,93,3.5,34,false,false,false
580000,100,4.5,49,false,false,false
2150000,310,11.0,28,false,false,false
670000,100,3.5,15,true,true,false
650000,102,3.5,3,false,false,false
698000,100,3.5,3,false,false,false
515000,91,3.0,8,false,false,false
930000,133,4.5,3,false,false,false
375000,100,4.5,35,false,false,false
350000,75,3.5,29,false,false,false
560000,125,4.5,24,true,true,false
760000,66,2.5,2,false,false,false
320000,60,2.5,37,false,false,false
1850000,246,6.5,5,true,false,true
634000,152,5.5,32,true,false,false
597000,152,5.5,32,true,false,false
675000,163,5.5,21,false,false,true
841000,133,5.5,0,true,true,false
736000,115,3.5,0,true,true,false
629000,97,4.5,3,true,true,true
620000,180,5.5,21,true,true,true
690000,144,4.5,29,true,false,false
860000,90,4.0,44,true,false,false
745000,135,4.5,1,true,false,true
760000,140,5.5,32,true,false,true
760000,140,5.5,32,true,false,true
485000,75,3.5,47,true,true,false
1770000,206,5.5,16,true,false,false
835000,128,4.5,11,true,true,false
455000,70,2.5,0,true,true,true
1170000,152,4.5,10,true,true,false
460000,86,2.5,0,true,true,true
1920000,148,5.5,0,true,true,false
595000,90,3.5,45,true,true,false
1590000,210,6.5,12,true,true,false
1850000,246,6.5,5,true,false,true
1310000,154,4.5,1,true,true,false
485000,119,4.5,1,true,true,true
634000,152,5.5,32,true,false,false
597000,152,5.5,32,true,false,false
970000,140,4.5,1,true,true,false
870000,114,4.5,2,true,true,true
1530000,153,4.5,1,false,false,false
1295000,180,4.5,11,true,true,false
870000,114,4.5,1,true,true,false
1250000,150,5.5,47,true,false,true
2900000,210,4.5,4,true,true,true
645000,110,3.5,1,true,true,false
1690000,202,5.5,3,true,true,false
735000,111,3.5,3,true,true,false
495000,116,4.5,35,true,true,false
705000,122,4.5,19,true,true,false
1790000,131,4.5,0,true,true,false
605000,71,2.5,1,true,true,true
750000,126,4.5,39,true,false,false
870000,132,4.5,15,false,true,false
440000,80,3.5,53,true,true,false
1090000,125,4.5,11,true,true,true
395000,68,2.5,2,true,true,true
525000,110,4.5,44,true,false,false
850000,98,4.5,47,true,false,false
395000,68,2.5,2,true,true,true
875000,121,5.5,33,false,false,false
560000,125,4.5,8,true,false,true
670000,67,2.5,2,true,true,true
2040000,174,5.5,2,false,true,false
720000,174,4.5,26,false,false,false
920000,101,3.5,3,false,true,false
815000,95,3.5,43,false,false,false
850000,66,2.5,2,false,false,false
1790000,131,4.5,2,false,false,false
2090000,169,5.5,5,true,true,true
810000,72,3.0,14,false,false,false
1800000,110,4.0,16,false,false,false
1020000,75,3.5,31,true,true,false
1450000,109,3.5,5,true,true,false
1575000,210,5.5,1,true,true,true
1545000,130,5.5,10,false,true,true
490000,91,5.5,51,false,false,false
790000,110,3.5,47,true,true,false
1225000,170,6.0,28,true,true,true
415000,52,2.5,33,false,true,false
1080000,125,4.5,2,true,true,false
695000,119,3.5,69,true,false,true
2199000,158,5.5,0,true,true,false
1310000,235,7.0,8,true,true,true
1320000,159,4.5,2,true,false,true
650000,120,4.5,2,true,true,false
1470000,124,4.5,0,true,true,false
740000,115,3.5,31,true,true,false
873000,102,3.5,1,true,true,true
1033000,116,4.5,1,true,true,true
570000,105,4.5,2,true,true,false
1195000,130,4.5,8,true,true,true
1470000,124,4.5,0,true,true,false
680000,85,3.5,23,true,false,false
1540000,145,5.5,13,true,true,false
789000,178,3.5,9,true,true,false
539000,125,4.5,45,true,false,false
850000,148,4.5,2,true,true,true
890000,158,4.5,2,false,true,false
950000,158,4.5,2,false,true,false
1150000,119,3.5,2,true,true,false
1375000,146,4.5,2,true,true,false
395000,109,5.5,45,false,false,false
634000,152,5.5,32,true,false,false
597000,152,5.5,32,true,false,false
1150000,113,3.5,8,true,true,true
880000,120,3.5,10,true,true,true
1490000,130,4.5,6,true,true,true
1125000,88,3.5,1,true,true,true
1380000,132,4.5,4,true,true,true
1990000,143,5.5,46,false,true,true
1350000,112,4.5,22,true,true,true
605000,127,3.5,0,true,true,true
580000,116,4.5,10,true,true,true
120000,34,1.5,48,false,true,false
5180000,298,9.0,5,true,true,true
1120000,129,4.5,1,true,true,false
1210000,143,4.5,0,true,true,false
1790000,175,5.5,8,true,true,true
5180000,298,9.0,5,true,true,true
790000,105,4.5,45,true,false,true
790000,105,4.5,45,true,false,true
330000,52,2.0,26,true,true,true
1200000,135,5.0,16,true,true,true
1200000,135,5.0,16,true,true,true
890000,118,4.0,56,true,true,false
675000,145,5.0,54,true,true,false
1575000,180,4.0,8,true,false,true
600000,100,4.0,44,true,false,false
410000,70,2.0,51,true,true,true
410000,70,2.0,51,true,true,true
475000,60,3.0,50,true,true,true
475000,60,3.0,50,true,true,true
1749000,160,4.0,11,false,true,true
700000,125,4.5,2,true,true,false
745000,112,4.5,0,true,true,true
775000,121,5.5,0,true,true,true
705000,98,3.5,0,true,true,true
670000,129,4.5,2,true,true,false
790000,137,5.5,2,true,true,false
790000,120,4.5,32,true,false,true
570000,131,5.5,17,true,true,true
165000,30,1.0,41,true,true,false
1290000,143,4.0,11,true,true,true
1290000,143,4.0,11,true,true,true
90000,17,1.0,53,false,true,true
425000,85,2.0,39,true,true,false
2600000,134,5.0,39,true,true,true
530000,70,2.0,29,true,false,true
530000,70,2.0,29,true,false,true
570000,80,3.0,47,true,true,true
1250000,140,4.0,17,false,false,true
200000,39,2.0,23,true,false,true
2700000,170,5.0,19,true,true,true
2700000,170,5.0,19,true,true,true
750000,126,5.5,7,true,true,false
650000,100,3.5,12,true,true,true
835000,124,4.5,1,true,true,true
790000,124,4.5,1,true,true,true
825000,124,4.5,1,true,true,true
400000,62,2.5,0,true,true,true
120000,34,1.5,48,false,true,false
634000,152,5.5,32,true,false,false
597000,152,5.5,32,true,false,false
390000,78,2.5,17,true,true,true
1180000,197,6.5,13,true,true,false
460000,90,3.5,1,true,true,true
305000,44,2.5,3,true,true,true
490000,126,4.5,3,false,true,false
2390000,200,6.5,25,false,false,false
1250000,140,4.0,17,false,false,true
90000,17,1.0,53,false,true,true
590000,113,4.5,1,true,true,true
825000,157,5.5,17,true,true,true
445000,90,3.5,24,false,false,false
490000,91,3.5,1,true,true,true
380000,60,2.5,1,true,true,true
840000,153,5.5,1,true,true,true
690000,117,4.5,1,true,true,true
655000,113,4.5,1,true,true,true
745000,97,2.5,2,true,true,true
750000,197,6.5,21,true,false,true
460000,97,4.5,35,true,false,true
610000,97,3.5,0,false,false,true
645000,103,4.5,1,false,false,true
530000,60,2.0,14,false,false,false
1650000,125,4.5,3,false,true,false
530000,73,3.5,36,false,false,false
515000,145,5.5,24,false,false,false
550000,49,2.5,17,false,false,false
795000,126,4.5,2,true,true,false
190000,96,3.5,98,false,false,false
580000,100,4.5,49,false,false,false
2150000,310,11.0,28,false,false,false
480000,54,2.5,39,false,false,false
450000,50,2.5,39,false,false,false
710000,80,3.5,23,false,false,false
690000,110,4.5,47,true,false,false
670000,100,3.5,15,true,true,false
634000,152,5.5,32,true,false,false
597000,152,5.5,32,true,false,false
680000,109,3.5,0,true,true,true
438000,86,2.5,1,true,true,false
995000,136,4.5,13,true,true,false
580000,207,7.5,14,true,true,true
580000,207,7.5,14,true,true,true
2300000,176,5.5,9,true,false,true
398000,45,1.5,48,true,true,false
398000,45,1.5,48,true,true,false
625000,112,3.5,1,true,true,true
980000,86,3.5,47,true,true,false
442000,120,3.5,3,true,false,true
670000,100,3.5,15,true,true,false
990000,102,3.5,26,true,true,true
375000,85,2.5,118,true,true,true
495000,129,4.5,118,true,true,true
634000,152,5.5,32,true,false,false
597000,152,5.5,32,true,false,false
1197000,134,4.5,12,true,true,true
850000,144,4.5,13,true,true,true
785000,139,4.5,2,true,true,false
425000,98,3.5,5,true,true,false
615000,70,3.0,53,true,false,true
1950000,149,5.5,45,true,true,false
950000,107,3.5,33,true,false,true
1150000,116,4.5,7,true,true,true
825000,119,4.5,6,true,true,false
980000,86,3.5,47,true,true,false
299000,94,3.5,36,true,true,false
820000,111,4.5,5,true,true,true
885000,158,4.5,26,true,true,false
585000,125,4.5,4,true,true,true
585000,125,4.5,4,true,true,true
2500000,172,5.5,6,true,true,false
840000,108,5.0,22,true,true,true
515000,61,3.0,29,false,false,false
770000,144,4.5,24,true,true,true
3500000,199,4.5,6,true,true,true
820000,111,4.5,5,true,true,true
850000,96,4.5,46,false,false,false
720000,155,5.5,10,true,true,false
385000,60,2.5,5,false,false,false
238000,63,3.0,37,true,true,false
114000,33,1.0,37,true,true,false
254000,62,3.0,37,true,true,false
189000,48,2.0,37,true,true,false
303000,70,2.0,37,true,true,false
1150000,93,3.5,34,false,false,false
449000,65,3.5,45,true,true,false
1800000,110,4.0,16,false,false,false
1250000,135,4.5,15,true,true,false
690000,92,3.5,2,true,true,true
895000,111,4.5,2,true,true,true
2090000,252,5.5,1,true,true,true
665000,128,4.5,1,true,true,true
355000,65,2.5,1,true,true,true
415000,65,2.5,1,true,true,true
645000,100,3.5,1,true,true,true
659000,128,4.5,8,true,true,true
730000,92,3.5,14,true,true,false
890000,100,3.5,23,true,true,false
890000,100,3.5,23,true,true,false
640000,110,4.5,6,true,false,false
1390000,145,4.5,0,true,true,false
2740000,181,5.5,1,true,true,true
530000,114,4.5,12,true,false,true
1740000,139,4.5,1,true,true,true
920000,123,4.5,1,true,true,true
700000,103,4.5,1,true,true,true
850000,123,4.5,1,true,true,true
530000,101,2.5,7,true,true,true
610000,94,3.5,9,true,true,false
1635000,135,4.5,0,true,true,false
1075000,210,6.5,14,true,false,false
290000,102,2.5,31,true,false,false
475000,103,5.5,37,true,false,false
357000,72,3.0,37,true,false,false
610000,97,3.5,0,false,false,true
645000,103,4.5,1,false,false,true
2500000,185,5.5,16,true,true,false
1390000,106,3.5,2,true,true,false
795000,105,5.0,10,true,true,false
290000,102,2.5,31,true,false,false
640000,110,4.5,6,true,false,false
920000,153,5.5,19,true,true,false
175000,30,1.0,2,true,true,true
210000,38,1.5,2,true,true,true
695000,139,5.5,11,true,true,false
595000,114,3.5,5,false,false,false
375000,73,2.5,2,true,true,true
3840000,216,4.5,1,true,true,true
475000,103,5.5,37,true,false,false
525000,80,4.5,47,true,true,true
1250000,135,4.5,15,true,true,true
595000,114,3.5,5,false,false,false
783000,109,4.5,45,false,false,false
695000,105,3.5,34,true,true,false
1250000,133,4.5,10,true,true,false
3840000,216,4.5,1,true,true,true
415000,115,4.5,40,true,true,true
634000,152,5.5,32,true,false,false
597000,152,5.5,32,true,false,false
980000,140,5.5,11,false,false,false
850000,113,4.5,36,true,false,false
403000,98,3.5,2,true,true,true
390000,118,4.5,44,true,true,true
480000,92,3.5,0,false,false,false
500000,70,3.0,51,true,true,true
875000,112,3.5,7,false,false,false
669000,117,3.5,27,false,true,false
1590000,131,4.5,2,false,false,false
568000,71,3.5,0,true,true,true
685000,96,4.5,0,true,true,true
540000,118,4.5,9,true,true,true
1720000,139,4.5,3,false,true,false
720000,95,3.5,1,true,true,false
550000,147,5.5,118,false,false,true
550000,147,5.5,118,false,false,true
710000,69,3.5,1,true,true,false
985000,97,5.5,1,true,true,true
450000,105,4.5,44,true,false,false
699000,185,5.5,5,true,true,true
720000,98,3.5,1,false,true,false
588000,68,2.5,1,false,true,false
350000,65,2.5,36,true,true,false
195000,35,1.5,43,true,false,false
720000,98,3.5,1,false,true,false
588000,68,2.5,1,false,true,false
225000,40,1.5,37,true,true,true
588000,68,2.5,1,false,true,false
720000,98,3.5,1,false,true,false
1060000,96,3.5,2,true,true,true
495000,93,3.5,36,true,true,false
730000,150,4.5,0,true,true,true
85000,30,1.0,40,true,false,true
940000,111,3.5,23,true,true,false
460000,110,4.0,41,true,false,false
1790000,137,4.5,2,true,true,false
1750000,116,3.5,2,true,true,false
1025000,84,3.5,0,true,true,true
1190000,135,4.5,0,true,true,false
1190000,188,4.5,1,false,false,false
580000,88,3.5,2,true,true,true
745000,125,4.5,31,true,false,true
804000,100,3.5,2,false,true,false
375000,64,3.0,44,false,false,true
780000,114,4.5,1,true,true,true
85000,30,1.0,40,true,false,true
560000,130,2.5,29,false,false,false
1576600,146,3.5,3,true,true,false
690000,106,4.5,5,true,true,false
550000,147,5.5,118,false,false,true
550000,147,5.5,118,false,false,true
990000,155,5.5,13,true,false,false
795000,160,5.5,14,true,false,true
890000,100,3.5,19,true,true,false
1075000,95,3.5,12,true,true,false
1075000,95,3.5,12,true,true,false
850000,119,4.5,0,true,true,false
850000,118,4.5,0,true,true,false
890000,119,4.5,0,true,true,false
890000,118,4.5,0,true,true,false
740000,122,4.5,9,true,true,true
970000,119,4.5,0,true,true,false
970000,118,4.5,0,true,true,false
1050000,120,4.5,0,true,true,false
690000,80,2.5,0,true,true,false
